Format,1.0B,
Memory Length,10000,
IntpDistance,0,
Trigger Address,4999,
Trigger Level,-1.600E-02,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,2.000E-01,
Vertical Position,1.600E-02,
Horizontal Units,S,
Horizontal Scale,5.000E-04,
Horizontal Position,0.000E+00,
Horizontal Mode,Main,
SincET Mode,Real Time,
Sampling Period,5.000E-07,
Horizontal Old Scale,5.000E-04,
Horizontal Old Position,0.000E+00,
Firmware,V1.23,
Mode,Fast,
Waveform Data,
1,
2,
2,
1,
1,
-1,
-1,
-1,
-1,
-1,
-1,
-2,
-1,
-2,
-2,
-2,
-2,
-3,
-2,
-3,
-3,
-3,
-2,
-6,
-3,
-3,
-5,
-5,
-5,
-5,
-6,
-6,
-5,
-6,
-5,
-7,
-6,
-7,
-6,
-7,
-8,
-7,
-7,
-7,
-8,
-7,
-8,
-10,
-8,
-8,
-10,
-10,
-10,
-10,
-8,
-12,
-10,
-11,
-11,
-12,
-12,
-12,
-11,
-13,
-12,
-12,
-12,
-15,
-13,
-13,
-13,
-15,
-15,
-15,
-15,
-15,
-15,
-15,
-16,
-15,
-15,
-15,
-16,
-16,
-15,
-15,
-16,
-16,
-16,
-17,
-17,
-17,
-18,
-17,
-16,
-18,
-18,
-17,
-18,
-17,
-17,
-18,
-20,
-18,
-18,
-20,
-20,
-18,
-20,
-20,
-20,
-21,
-21,
-21,
-21,
-21,
-23,
-22,
-23,
-21,
-21,
-22,
-22,
-21,
-25,
-25,
-23,
-25,
-25,
-25,
-26,
-26,
-26,
-26,
-26,
-26,
-25,
-26,
-25,
-26,
-26,
-26,
-27,
-26,
-26,
-27,
-28,
-27,
-27,
-26,
-27,
-27,
-27,
-30,
-28,
-28,
-30,
-28,
-28,
-28,
-28,
-30,
-28,
-30,
-30,
-31,
-31,
-31,
-31,
-31,
-31,
-31,
-32,
-32,
-31,
-33,
-32,
-32,
-33,
-33,
-32,
-33,
-32,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-36,
-35,
-35,
-35,
-33,
-36,
-36,
-36,
-36,
-35,
-37,
-35,
-37,
-35,
-37,
-37,
-37,
-36,
-37,
-37,
-38,
-38,
-37,
-38,
-37,
-38,
-38,
-41,
-38,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-41,
-40,
-41,
-41,
-40,
-41,
-40,
-41,
-42,
-41,
-42,
-41,
-42,
-42,
-43,
-45,
-42,
-42,
-43,
-43,
-43,
-45,
-43,
-43,
-45,
-45,
-45,
-45,
-45,
-45,
-45,
-45,
-46,
-46,
-46,
-45,
-46,
-47,
-47,
-45,
-46,
-46,
-46,
-46,
-46,
-47,
-47,
-48,
-47,
-47,
-47,
-48,
-47,
-47,
-48,
-48,
-47,
-47,
-47,
-51,
-48,
-48,
-51,
-50,
-48,
-48,
-50,
-48,
-50,
-48,
-48,
-50,
-51,
-51,
-51,
-51,
-50,
-52,
-52,
-50,
-51,
-51,
-52,
-52,
-52,
-52,
-52,
-52,
-52,
-52,
-52,
-52,
-52,
-52,
-52,
-52,
-52,
-53,
-52,
-53,
-53,
-53,
-55,
-52,
-55,
-52,
-53,
-55,
-53,
-55,
-55,
-52,
-55,
-55,
-55,
-52,
-55,
-57,
-56,
-57,
-56,
-57,
-56,
-56,
-55,
-55,
-56,
-57,
-56,
-57,
-56,
-57,
-56,
-58,
-57,
-57,
-57,
-57,
-56,
-57,
-57,
-58,
-57,
-56,
-57,
-58,
-57,
-58,
-57,
-57,
-57,
-60,
-58,
-57,
-58,
-58,
-58,
-58,
-57,
-58,
-58,
-61,
-60,
-60,
-58,
-58,
-61,
-58,
-60,
-61,
-61,
-60,
-60,
-60,
-60,
-60,
-58,
-60,
-61,
-58,
-60,
-60,
-60,
-60,
-60,
-62,
-61,
-62,
-62,
-61,
-61,
-62,
-62,
-63,
-62,
-62,
-62,
-62,
-61,
-63,
-60,
-61,
-62,
-62,
-62,
-62,
-62,
-62,
-61,
-62,
-62,
-62,
-62,
-62,
-61,
-61,
-62,
-63,
-61,
-62,
-62,
-63,
-61,
-63,
-62,
-63,
-62,
-63,
-62,
-62,
-63,
-63,
-63,
-63,
-62,
-66,
-62,
-63,
-63,
-63,
-62,
-62,
-62,
-61,
-63,
-63,
-63,
-63,
-63,
-65,
-62,
-62,
-63,
-63,
-63,
-63,
-65,
-62,
-65,
-62,
-63,
-63,
-65,
-63,
-63,
-62,
-63,
-63,
-63,
-63,
-63,
-65,
-62,
-65,
-62,
-63,
-65,
-65,
-65,
-65,
-65,
-63,
-63,
-65,
-62,
-66,
-65,
-65,
-62,
-65,
-62,
-63,
-65,
-63,
-65,
-65,
-63,
-63,
-65,
-62,
-63,
-63,
-62,
-62,
-63,
-65,
-65,
-65,
-62,
-65,
-62,
-65,
-65,
-63,
-63,
-62,
-63,
-63,
-65,
-63,
-63,
-63,
-62,
-63,
-63,
-63,
-63,
-62,
-61,
-65,
-63,
-63,
-65,
-65,
-65,
-63,
-62,
-63,
-61,
-63,
-62,
-63,
-62,
-63,
-62,
-62,
-62,
-63,
-61,
-65,
-62,
-62,
-63,
-62,
-62,
-61,
-61,
-62,
-62,
-61,
-62,
-63,
-61,
-61,
-61,
-61,
-61,
-62,
-62,
-61,
-61,
-62,
-61,
-62,
-60,
-61,
-61,
-62,
-62,
-61,
-61,
-61,
-61,
-61,
-61,
-62,
-60,
-61,
-61,
-61,
-60,
-61,
-61,
-60,
-60,
-61,
-58,
-61,
-58,
-61,
-60,
-62,
-60,
-61,
-60,
-60,
-60,
-60,
-58,
-58,
-60,
-60,
-58,
-58,
-60,
-58,
-58,
-61,
-58,
-58,
-60,
-58,
-58,
-60,
-58,
-57,
-58,
-58,
-57,
-60,
-58,
-57,
-58,
-58,
-57,
-58,
-58,
-57,
-56,
-57,
-57,
-57,
-56,
-57,
-57,
-58,
-56,
-57,
-56,
-56,
-55,
-56,
-56,
-55,
-56,
-55,
-56,
-55,
-55,
-53,
-55,
-55,
-53,
-55,
-56,
-53,
-53,
-53,
-55,
-55,
-52,
-55,
-56,
-55,
-52,
-52,
-53,
-53,
-53,
-55,
-53,
-55,
-52,
-52,
-53,
-53,
-52,
-51,
-51,
-52,
-52,
-52,
-51,
-52,
-50,
-52,
-51,
-50,
-52,
-50,
-51,
-51,
-51,
-52,
-51,
-50,
-51,
-51,
-50,
-50,
-50,
-48,
-48,
-50,
-50,
-48,
-47,
-50,
-48,
-48,
-47,
-48,
-47,
-46,
-47,
-46,
-46,
-46,
-47,
-46,
-47,
-47,
-46,
-46,
-46,
-46,
-46,
-47,
-46,
-47,
-46,
-47,
-45,
-45,
-45,
-46,
-43,
-42,
-45,
-43,
-43,
-45,
-45,
-43,
-43,
-43,
-42,
-42,
-42,
-43,
-42,
-43,
-41,
-43,
-41,
-43,
-41,
-42,
-41,
-43,
-40,
-42,
-41,
-40,
-40,
-41,
-40,
-40,
-40,
-40,
-38,
-40,
-40,
-38,
-38,
-38,
-38,
-37,
-38,
-38,
-37,
-36,
-36,
-37,
-38,
-36,
-36,
-36,
-37,
-37,
-37,
-36,
-36,
-36,
-35,
-36,
-35,
-35,
-35,
-35,
-35,
-36,
-35,
-35,
-32,
-35,
-35,
-33,
-33,
-33,
-33,
-32,
-32,
-31,
-33,
-33,
-31,
-31,
-30,
-31,
-32,
-31,
-31,
-31,
-31,
-30,
-31,
-31,
-30,
-30,
-30,
-31,
-28,
-30,
-30,
-28,
-28,
-28,
-28,
-28,
-27,
-28,
-27,
-27,
-27,
-26,
-26,
-26,
-26,
-26,
-25,
-26,
-26,
-26,
-25,
-26,
-25,
-26,
-25,
-25,
-23,
-23,
-23,
-23,
-23,
